id,Descripción,Localización,Enlace,Precio,Última Actualización,Tipo de operación,timestamp_scrapeo,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Superficie útil,Tipo de Casa,codigo_postal,codigo_postal_encoded,Planta_2ª,Planta_3ª,Planta_4ª,Planta_5ª,Planta_6ª,Planta_7ª,Planta_8 o más,Planta_Bajo,Planta_Entresuelo,Planta_No especificado,Planta_Principal,cluster
e14e3174-5e7c-4240-ab09-33bcbbb687ef,Ático en alquiler en Encinar de los Reyes,Encinar de los Reyes (La Moraleja),https://www.pisos.com/alquilar/atico-la_moraleja_encinar_de_los_reyes-28415355046_179400/,2800.0,2024-11-03,Alquiler,2024-11-04 13:38:47.305113,170.0,3.0,3.0,1,2,150.0,4,28109,4487.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15870159-eaaf-4a0f-8d19-241996491a42,Piso en alquiler en Almendrales,Almendrales (Distrito Usera. Madrid Capital),https://www.pisos.com/alquilar/piso-almendrales28026-37581363057_100500/,970.0,2024-10-15,Alquiler,2024-11-04 13:38:54.888691,58.0,2.0,1.0,6,2,90.0,5,28026,1045.8695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183a18b7-9366-4796-9646-13dbb1c84391,Piso en alquiler en Fuencarral,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_valverde28034-48355975250_108900/,950.0,2024-10-23,Alquiler,2024-11-04 13:39:02.421378,50.0,1.0,1.0,6,2,90.0,5,28048,1685.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
096e3c65-c774-42e5-b236-a6711827a628,Piso en alquiler en San Blas,Canillejas (Distrito San Blas. Madrid Capital),https://www.pisos.com/alquilar/piso-san_blas_canillejas28022-48365417970_108900/,900.0,2024-10-26,Alquiler,2024-11-04 13:39:08.870476,60.0,1.0,1.0,6,2,90.0,5,28022,1122.857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1ed9d969-4ea5-4246-b47c-a6589aa8525d,Apartamento en alquiler en Calle del Duque de Tovar,Imperial (Distrito Arganzuela. Madrid Capital),https://www.pisos.com/alquilar/apartamento-imperial28005-47598991154_101800/,3500.0,2024-10-02,Alquiler,2024-11-04 13:39:15.691479,140.0,3.0,2.0,4,3,90.0,4,28045,1636.8695652173913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
c8bbbe88-70d1-4d7e-ba17-f305518f05d5,Piso en alquiler en Portazgo,Portazgo (Distrito Puente de Vallecas. Madrid Capital),https://www.pisos.com/alquilar/piso-puente_de_vallecas_portazgo28038-48334331619_100500/,925.0,2024-10-28,Alquiler,2024-11-04 13:39:23.081872,50.0,2.0,1.0,6,2,90.0,5,28038,1047.3833333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5960ed03-c5b2-4756-b5d8-02507f16f60c,Apartamento en alquiler en Calle de José Picón,Guindalera (Distrito Salamanca. Madrid Capital),https://www.pisos.com/alquilar/apartamento-guindalera28028-47554097130_101800/,2000.0,2024-10-28,Alquiler,2024-11-04 13:39:29.575545,75.0,2.0,2.0,5,3,90.0,4,28006,3701.586021505376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
e074b44e-eba2-435e-9971-89177ce15c30,"Piso en alquiler en Calle de Diego Bahamonde, número .",Fuente del Berro (Distrito Salamanca. Madrid Capital),https://www.pisos.com/alquilar/piso-fuente_del_berro28028-48385443637_109300/,1300.0,2024-10-25,Alquiler,2024-11-04 13:39:35.854367,57.0,2.0,1.0,6,3,57.0,5,28006,3701.586021505376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0da5f382-bd99-4971-a1b1-cd62e30e9db6,Piso en alquiler en Calle de Cefeo,Sur-Este (Móstoles),https://www.pisos.com/alquilar/piso-sur_este28938-48372435930_108900/,950.0,2024-11-03,Alquiler,2024-11-04 13:39:42.480512,70.0,2.0,2.0,6,3,55.0,5,28931,872.8571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7133e2e0-9be7-49ca-8589-76ac682bd75c,Piso en alquiler en San Martín de La Vega,San Martín de la Vega,https://www.pisos.com/alquilar/piso-san_martin_de_la_vega_centro_urbano-44173283614_100200/,700.0,2024-10-14,Alquiler,2024-11-04 13:39:49.769668,60.0,2.0,1.0,5,2,90.0,5,28330,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
