Precio,Superficie construida,Superficie útil,Habitaciones,Baños
0.485055391927045,3.1462159890641246,-0.19215530998506528,2.1100097009036736,0.029380264508035357
-0.5406871589708084,-0.5277741550289541,-0.842739625833623,-1.2380072905382065,-0.8158345912666044
0.6758912153499015,4.61968960885871,7.707797096747422,2.947013948764144,4.2554545433812345
-0.5645416368986654,-0.5665497766024957,-0.19215530998506528,-1.2380072905382065,-0.8158345912666044
0.05567478922561801,1.9926412472512582,-0.19215530998506528,2.1100097009036736,0.8745951202826752
-0.5883961148265225,-0.7604278844702044,-0.19215530998506528,-1.2380072905382065,-0.8158345912666044
-0.6852452952136221,-0.7119583575032772,-0.19215530998506528,-0.4010030426777364,-0.8158345912666044
2.107159891021325,4.17376996076298,6.1587868209175225,1.2730054530432036,3.4102396876065946
-0.18286999005295254,0.4997798166699017,0.7372508555128744,1.2730054530432036,0.029380264508035357
0.5566188257106162,-0.15940575008030763,-0.2076454127433643,0.4360012051827336,0.029380264508035357
0.4373464360713309,2.1962132605123523,2.7509642140917436,1.2730054530432036,1.7198099760573147
-0.13516103419723843,0.32528951958896396,0.7372508555128744,1.2730054530432036,0.8745951202826752
0.914435994628472,0.09263579014771357,0.4274488003468945,0.4360012051827336,0.029380264508035357
0.19880165679276035,-0.37267166873478713,-0.19215530998506528,-0.4010030426777364,0.029380264508035357
4.01551812524989,2.5839694762477694,-0.19215530998506528,0.4360012051827336,1.7198099760573147
-0.5168326810429513,-0.32420214176786,-0.19215530998506528,-0.4010030426777364,-0.8158345912666044
-0.8889625367175215,-0.3629777633414017,-0.19215530998506528,-0.4010030426777364,0.029380264508035357
-0.7195957434297363,-0.595631492782652,-0.8117594203170251,-1.2380072905382065,-0.8158345912666044
-0.18286999005295254,-0.5180802496355686,-0.19215530998506528,-0.4010030426777364,0.029380264508035357
-0.03974312248581022,-0.2757326148009328,-0.19215530998506528,-0.4010030426777364,0.029380264508035357
-0.6198840256912939,-0.37267166873478713,-0.19215530998506528,0.4360012051827336,0.029380264508035357
0.4373464360713309,0.8099847892582355,-0.19215530998506528,2.1100097009036736,0.8745951202826752
-0.08745207834152433,-0.21756918244062023,-0.19215530998506528,-0.4010030426777364,0.029380264508035357
4.492607683807031,2.6809085301816236,4.454875517504633,1.2730054530432036,2.5650248318319546
-0.8150136551411645,-0.7410400736834335,-0.920190139625118,-1.2380072905382065,-0.8158345912666044
-0.9462132837443783,-0.5568558712091103,-0.7188188037672311,-1.2380072905382065,-0.8158345912666044
-0.2782879017643808,-0.5180802496355686,-0.5329375706676431,-1.2380072905382065,-0.8158345912666044
0.7713091270613297,1.2655983427473507,1.8215580485938039,0.4360012051827336,1.7198099760573147
-0.3259968576200949,-0.5277741550289541,-0.73430890652553,0.4360012051827336,0.029380264508035357
0.28706322512583143,-0.42114119570171427,-0.19215530998506528,0.4360012051827336,0.029380264508035357
