Id,Descripción,Localización,Enlace,Precio,Última Actualización,Consumo Energético,Emisiones Co2,Tipo De Operación,Timestamp_Scrapeo,Superficie Construida,Habitaciones,Baños,Antigüedad,Conservación,Superficie Útil,Planta,Tipo De Casa
bfcba5e4-5958-4445-9de7-0ab4df732b8c,Chalet en venta en Boadilla del Monte - Parque Boadilla,Parque de Boadilla (Boadilla del Monte),https://www.pisos.com/comprar/chalet-parque_de_boadilla28669-37520155279_101800/,1795000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:52:42.741334,415.0,6,5,Entre 10 y 20 años,En buen estado,No especificado,No especificado,Chalet
a0f3e8d5-ca6f-45c5-a5d4-2d3d6b7bbd22,Casa pareada en venta en Cobeña,Cobeña,https://www.pisos.com/comprar/casa_pareada-cobena_centro_urbano-40842641310_101800/,670000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:52:45.723079,360.0,4,3,Entre 10 y 20 años,En buen estado,No especificado,No especificado,Casa
2efd9d2c-cdc9-45a6-91eb-6173f0e94ac7,"Piso en venta en Calle Joaquim Blume, Número 14",Zona Suroeste (Torrejón de Ardoz),https://www.pisos.com/comprar/piso-zona_suroeste-48377305315_525678/,254900.0,2024-11-02,,,compra,2024-11-05T23:52:48.291304,103.0,3,2,Entre 20 y 30 años,En buen estado,92.0,1ª,Piso
15c5ec6e-b28e-42d1-8fb9-497fa3158469,"Piso en venta en Avenida de Concha Espina, cerca de Calle del Segre",Hispanoamérica (Distrito Chamartín. Madrid Capital),https://www.pisos.com/comprar/piso-chamartin_hispanoamerica28016-26741080610_101800/,950000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:56 Kg CO₂/m² año,compra,2024-11-05T23:52:50.925002,141.0,3,2,Más de 50 años,En buen estado,No especificado,1ª,Piso
a0676ed8-fa97-44ac-b242-aa947e8a2016,Piso en venta en Calle del Duratón,Lucero (Distrito Latina. Madrid Capital),https://www.pisos.com/comprar/piso-lucero28011-45892057041_104700/,210000.0,2024-10-17,,,compra,2024-11-05T23:52:53.676227,65.0,3,1,No especificado,No especificado,59.0,No especificado,Piso
77d80dc2-75f5-4ef8-a23a-7a53bdb35d1e,"Casa pareada en venta en Calle Calle Camilo Jose Cela, Número S/N",Villalbilla,https://www.pisos.com/comprar/casa_pareada-villalbilla_centro_urbano-40029955164_101800/,498950.0,2024-11-05,Consumo:28 kWh/m² año,Emisiones:5 Kg CO₂/m² año,compra,2024-11-05T23:52:56.562666,172.0,4,3,No especificado,No especificado,No especificado,No especificado,Casa
8c29443d-d75f-419d-9efc-7febb35ca336,Piso en venta en Calle del Alcatraz,Opañel (Distrito Carabanchel. Madrid Capital),https://www.pisos.com/comprar/piso-opanel28019-48343888324_520820/,225000.0,2024-11-05,,,compra,2024-11-05T23:52:59.172931,70.0,3,1,Más de 50 años,En buen estado,62.0,Bajo,Piso
ca55c355-f550-4a32-9573-acf27604814b,"Casa unifamiliar en venta en Calle de Soto del Henares, 30",Villalbilla,https://www.pisos.com/comprar/casa_unifamiliar-villalbilla_centro_urbano-20842409004_995907/,310000.0,2024-11-05,Consumo:27 kWh/m² año,Emisiones:6 Kg CO₂/m² año,compra,2024-11-05T23:53:02.050468,180.0,4,3,No especificado,A estrenar,152.0,No especificado,Casa
b9cb4405-44b2-4ec8-8e3e-0823b748a97f,Casa en venta en Calle del Carmen,Casco Antiguo Norte (Ciempozuelos),https://www.pisos.com/comprar/casa-casco_antiguo_norte-45834350690_992238/,207000.0,2024-10-18,,,compra,2024-11-05T23:53:04.817984,246.0,4,2,Más de 50 años,A reformar,175.0,No especificado,Casa
939d2e39-0751-4565-933a-92bd1e64958a,Chalet en venta en Bonanza,Montepríncipe (Boadilla del Monte),https://www.pisos.com/comprar/chalet-boadilla_del_monte_monteprincipe28669-48351529839_102100/,1750000.0,2024-11-05,,,compra,2024-11-05T23:53:07.371046,523.0,5,6,No especificado,No especificado,No especificado,No especificado,Chalet
da70fd96-7350-4c2e-98fb-4507c6420fba,Chalet en venta en Calle de Emilio Llorente Navacerrada,Los Ángeles-Jarandilla (Torrelodones),https://www.pisos.com/comprar/chalet-los_angeles_jarandilla-37563963419_100500/,1188000.0,2024-11-05,Consumo:339 kWh/m² año,Emisiones:71 Kg CO₂/m² año,compra,2024-11-05T23:53:10.302928,470.0,5,6,Entre 20 y 30 años,No especificado,350.0,No especificado,Chalet
ba776fb4-e561-4389-85d6-5213df08e63c,"Piso en venta en Calle del Príncipe de Vergara, cerca de Calle Jorge Juan",Recoletos (Distrito Salamanca. Madrid Capital),https://www.pisos.com/comprar/piso-recoletos28001-45865318562_100500/,1830000.0,2024-11-05,,,compra,2024-11-05T23:53:12.862821,175.0,2,3,No especificado,No especificado,No especificado,1ª,Piso
da7ac068-0acc-4383-a819-f733948120c8,Chalet en venta en Calle de Guadarrama,Los Berrocales (Guadarrama),https://www.pisos.com/comprar/chalet-guadarrama_los_berrocales-44236727441_101800/,419900.0,2024-10-21,,,compra,2024-11-05T23:53:15.570263,196.0,3,2,No especificado,No especificado,No especificado,No especificado,Chalet
c1252816-13df-4b82-a91f-3bbb6d0ecbeb,Casa adosada en venta en Campodón,Castillo-Campodón (Villaviciosa de Odón),https://www.pisos.com/comprar/casa_adosada-castillo_campodon-43400843576_100500/,540000.0,2024-07-04,,,compra,2024-11-05T23:53:18.227074,211.0,3,3,No especificado,En buen estado,No especificado,No especificado,Casa
4cde970f-1d5a-4196-98da-4d1975908c35,Chalet en venta en Paseo de los Lagos,La Finca (Pozuelo de Alarcón),https://www.pisos.com/comprar/chalet-la_finca-43417694913_101800/,17000000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:53:20.883494,1.8,7,11,Menos de 5 años,En buen estado,No especificado,No especificado,Chalet
0c3d39d4-49a9-4121-84ba-e04311919e42,Piso en venta en Avenida de Burgos,Castilla (Distrito Chamartín. Madrid Capital),https://www.pisos.com/comprar/piso-castilla28036-45006524214_440000/,600000.0,2024-10-31,,,compra,2024-11-05T23:53:24.276371,123.0,4,2,Entre 30 y 50 años,Reformado,111.0,13ª,Piso
81e13a5a-0de0-46d2-b4dd-96aec24fb4a5,"Loft en venta en Calle de San Romualdo, 26",Simancas (Distrito San Blas. Madrid Capital),https://www.pisos.com/comprar/loft-san_blas_simancas28037-47594578648_991170/,178000.0,2024-10-30,Consumo:191 kWh/m² año,Emisiones:47 Kg CO₂/m² año,compra,2024-11-05T23:53:27.040581,83.0,1,1,Más de 50 años,En buen estado,65.0,5ª,Otro
c7a6cad7-78e1-42ce-b29e-274643f783cc,Chalet en venta en Prado de Somosaguas - La Finca - La Finca,La Finca (Pozuelo de Alarcón),https://www.pisos.com/comprar/chalet-la_finca-41734321204_101800/,5975000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:53:30.294631,700.0,7,7,Menos de 5 años,En buen estado,No especificado,No especificado,Chalet
066336f3-f9bf-4ae7-b067-77424c90316c,Casa en venta en Calle de los Lirios,Navas del Rey,https://www.pisos.com/comprar/casa-navas_del_rey_centro_urbano-42577807508_527402/,365000.0,2024-11-05,,,compra,2024-11-05T23:53:32.995756,356.0,4,3,Menos de 5 años,Reformado,328.0,No especificado,Casa
b9828c4d-eb01-4b9c-8a9f-68a6921fa4dc,Piso en venta en Calle de Tomás García,San Diego (Distrito Puente de Vallecas. Madrid Capital),https://www.pisos.com/comprar/piso-san_diego28053-42537824563_996584/,120000.0,2024-09-02,,,compra,2024-11-05T23:53:36.050512,30.0,2,1,Más de 50 años,No especificado,No especificado,No especificado,Piso
2e52986a-6599-4ea0-b53e-95959c5d5241,Chalet en venta en Mataelpino,Mataelpino (El Boalo-Cerceda-Mataelpino),https://www.pisos.com/comprar/chalet-mataelpino-44212371876_516742/,405000.0,2024-10-29,,,compra,2024-11-05T23:53:39.184363,299.0,4,2,Más de 50 años,En buen estado,207.0,No especificado,Chalet
59e13d86-f0fb-4346-bb15-64f843276312,Piso en venta en Calle de Luisa Fernanda,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-38417597757_524350/,708000.0,2024-11-04,,,compra,2024-11-05T23:53:41.965330,123.0,3,2,Entre 10 y 20 años,En buen estado,115.0,1ª,Piso
e353a5b2-3d5d-4f00-89e1-991ed16ead62,Chalet adosado en venta en Centro,Centro (Villaviciosa de Odón),https://www.pisos.com/comprar/chalet_adosado-villaviciosa_de_odon_centro-44215298017_990706/,710000.0,2024-11-04,,,compra,2024-11-05T23:53:44.676287,299.0,4,3,Entre 20 y 30 años,En buen estado,234.0,No especificado,Chalet
09940f41-0a3b-49ff-a714-d0f2eda93e5d,Piso en venta en Paseo de San Francisco de Sales,Vallehermoso (Distrito Chamberí. Madrid Capital),https://www.pisos.com/comprar/piso-chamberi_vallehermoso28003-45049733830_100500/,1075000.0,2024-11-05,,,compra,2024-11-05T23:53:47.352642,180.0,4,3,Más de 50 años,No especificado,No especificado,1ª,Piso
a167f16e-a0c4-48f5-b86c-452071f97965,Piso en venta en Urbanización los Valles,Los Valles (Collado Villalba),https://www.pisos.com/comprar/piso-collado_villalba_los_valles-48374987507_992271/,239000.0,2024-11-05,Consumo:275 kWh/m² año,Emisiones:87 Kg CO₂/m² año,compra,2024-11-05T23:53:49.950405,90.0,3,2,Entre 30 y 50 años,En buen estado,85.0,3ª,Piso
5d54f63e-89b6-4b01-a3bc-9ecc5f6c8b65,Piso en venta en Plaza de Valparaíso,Castilla (Distrito Chamartín. Madrid Capital),https://www.pisos.com/comprar/piso-castilla28016-31713777328_440000/,965000.0,2024-10-31,Consumo:191 kWh/m² año,Emisiones:40 Kg CO₂/m² año,compra,2024-11-05T23:53:52.783461,145.0,3,3,Entre 20 y 30 años,A reformar,125.0,4ª,Piso
f9a8ee18-e066-4729-8cb6-8c52ae5e6635,"Chalet en venta en Avenida de La Cabrera, cerca de Calle de Luis Fernández Urosa",La Cabrera,https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-45859710878_100500/,475000.0,2024-11-05,,,compra,2024-11-05T23:53:55.450689,357.0,5,4,No especificado,No especificado,No especificado,No especificado,Chalet
d9baa7dc-7fec-4397-9164-6113cbc711cc,"Apartamento en venta en Calle de Tablada, cerca de Calle del Cactus",Berruguete (Distrito Tetuán. Madrid Capital),https://www.pisos.com/comprar/apartamento-berruguete28039-48362618973_500564/,132000.0,2024-11-04,,,compra,2024-11-05T23:53:58.061373,30.0,1,1,Más de 50 años,A reformar,29.0,2ª,Otro
7c655a5f-efa9-4ccd-b67d-0035ae6ce460,"Chalet en venta en Avenida de La Cabrera, 27, cerca de Calle de Hontanilla",La Cabrera,https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-45852928476_100500/,459000.0,2024-11-05,,,compra,2024-11-05T23:54:01.667888,340.0,7,2,No especificado,No especificado,No especificado,No especificado,Chalet
e3cc9223-c951-4e2e-8e9e-253bdb3908b9,Chalet en venta en Zona Noroeste,Guadarrama,https://www.pisos.com/comprar/chalet-guadarrama_centro_urbano-47501018800_100500/,399000.0,2024-09-13,,,compra,2024-11-05T23:54:04.356968,175.0,3,2,Más de 50 años,No especificado,170.0,No especificado,Chalet
50bc2121-b601-4edd-80bb-97544d9f6023,"Ático en venta en Calle del Cardenal Cisneros, cerca de Calle de Feijoo",Trafalgar (Distrito Chamberí. Madrid Capital),https://www.pisos.com/comprar/atico-trafalgar28010-47523977025_992099/,380000.0,2024-11-05,Consumo:365 kWh/m² año,Emisiones:76 Kg CO₂/m² año,compra,2024-11-05T23:54:06.887727,62.0,2,1,Más de 50 años,En buen estado,62.0,6ª,Otro
f77cbe98-a4ca-46af-96a3-fabe65510061,Chalet adosado en venta en Calle de Virgo,Parla Este (Parla),https://www.pisos.com/comprar/chalet_adosado-parla_este28983-43382813327_998146/,349000.0,2024-11-05,,,compra,2024-11-05T23:54:10.185958,274.0,4,3,Entre 10 y 20 años,En buen estado,250.0,No especificado,Chalet
3b98326f-5113-4c91-aa64-4dc656ad3e2c,Chalet en venta en Hortaleza - Conde Orgaz - Piovera,Piovera (Distrito Hortaleza. Madrid Capital),https://www.pisos.com/comprar/chalet-piovera28043-42584894465_101800/,5500000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:54:12.922886,1.15,7,9,Entre 10 y 20 años,En buen estado,No especificado,No especificado,Chalet
57649110-9fa2-43f0-ab19-8861d51a23a4,Piso en venta en Calle de Madrid,Centro-Parque de La Manguilla (El Escorial),https://www.pisos.com/comprar/piso-centro_parque_de_la_manguilla-48335046900_528919/,209900.0,2024-10-21,,,compra,2024-11-05T23:54:15.569828,100.0,4,3,No especificado,En buen estado,85.0,Bajo,Piso
3ae61428-c5f2-4219-9c66-c202bb220419,Chalet adosado en venta en Calle de la Paz,Zona de la Estación-San Juan de Dios (Ciempozuelos),https://www.pisos.com/comprar/chalet_adosado-zona_de_la_estacion_san_juan_de_dios-47526822908_992238/,321000.0,2024-10-18,,,compra,2024-11-05T23:54:18.240916,259.0,5,3,Entre 30 y 50 años,En buen estado,226.0,No especificado,Chalet
fefb97a9-02d6-4baa-aa8f-812c6f66d65c,Casa unifamiliar en venta en Calle de la Amargura,Navalagamella,https://www.pisos.com/comprar/casa_unifamiliar-navalagamella_centro_urbano-45010579994_280500/,380000.0,2024-11-05,Consumo:144 kWh/m² año,Emisiones:20 Kg CO₂/m² año,compra,2024-11-05T23:54:20.920362,179.0,3,4,Entre 10 y 20 años,En buen estado,157.0,No especificado,Casa
aa7080bb-2968-41f1-9bcb-143d4b991163,"Piso en venta en Calle de Bravo Murillo, 297, cerca de Calle de Sor Angela de la Cruz",Valdeacederas (Distrito Tetuán. Madrid Capital),https://www.pisos.com/comprar/piso-valdeacederas28020-47519829544_521707/,375000.0,2024-10-18,,,compra,2024-11-05T23:54:23.558141,80.0,3,1,Entre 20 y 30 años,En buen estado,75.0,1ª,Piso
3b0e77d8-4fbc-447f-8bc4-3243d52b6294,"Piso en venta en Calle de Pablo Picasso, cerca de Calle de la Constitución",Centro (Alcobendas),https://www.pisos.com/comprar/piso-alcobendas_centro28100-42560927279_100200/,225000.0,2024-11-03,Consumo:268 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:54:26.269708,71.0,3,2,Entre 30 y 50 años,En buen estado,No especificado,No especificado,Piso
83711064-7388-426a-af32-26239b1ed44e,Chalet en venta en Calle de Córdoba,Ribatejada,https://www.pisos.com/comprar/chalet-ribatejada_centro_urbano-44184172191_100500/,281000.0,2024-11-05,,,compra,2024-11-05T23:54:28.999781,180.0,4,2,No especificado,En buen estado,No especificado,No especificado,Chalet
edd5b155-70ef-4b7a-a7ce-d50ec11d1c12,"Ático en venta en Calle de Nuestra Señora de los Dolores, 18",Valdeacederas (Distrito Tetuán. Madrid Capital),https://www.pisos.com/comprar/atico-valdeacederas28039-4289932667_109700/,377700.0,2024-11-05,,,compra,2024-11-05T23:54:31.688825,60.0,1,1,No especificado,A estrenar,No especificado,3ª,Otro
ed1fe579-1b8d-47de-8a4e-523e16a1ba3d,Piso en venta en Calle de Sta. Tecla,Canillejas (Distrito San Blas. Madrid Capital),https://www.pisos.com/comprar/piso-san_blas_canillejas28022-47534255079_100200/,280000.0,2024-10-24,Consumo:236 kWh/m² año,Emisiones:58 Kg CO₂/m² año,compra,2024-11-05T23:54:34.457419,82.0,3,1,Entre 30 y 50 años,En buen estado,No especificado,2ª,Piso
345d805b-41a0-4a54-849e-3bd28fa2adb5,"Casa adosada en venta en Calle C del Cortijo, Número 11",Becerril de la Sierra,https://www.pisos.com/comprar/casa_adosada-becerril_de_la_sierra_centro_urbano-47591364861_100500/,227000.0,2024-11-05,Consumo:396 kWh/m² año,Emisiones:67 Kg CO₂/m² año,compra,2024-11-05T23:54:36.979094,55.0,1,2,Más de 50 años,No especificado,46.0,No especificado,Casa
d143d835-785b-437b-a3e3-9834bae1195b,Casa adosada en venta en Casco Urbano,Centro (Villaviciosa de Odón),https://www.pisos.com/comprar/casa_adosada-villaviciosa_de_odon_centro-43389644953_100500/,570000.0,2024-06-04,,,compra,2024-11-05T23:54:39.541112,218.0,4,4,No especificado,En buen estado,No especificado,No especificado,Casa
44ca1dfe-ad47-442e-be0a-dba27ced9b90,Piso en venta en Oeste,Oeste (Móstoles),https://www.pisos.com/comprar/piso-mostoles_oeste28935-48377191714_100200/,220000.0,2024-11-04,Consumo:452 kWh/m² año,Emisiones:117 Kg CO₂/m² año,compra,2024-11-05T23:54:42.188272,83.0,3,1,Entre 30 y 50 años,En buen estado,No especificado,1ª,Piso
0f556f27-f26e-47b9-8dc0-0c22596c0876,Piso en venta en Avenida del Plantío,Casco Antiguo (Coslada),https://www.pisos.com/comprar/piso-coslada_casco_antiguo28821-48333639139_528947/,430000.0,2024-10-18,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,compra,2024-11-05T23:54:44.763068,145.0,4,2,Entre 10 y 20 años,En buen estado,140.0,1ª,Piso
ef5d9675-800f-4d4a-adbf-6d540102e420,"Piso en venta en Calle de Manuela Malasaña, 9",Universidad-Malasaña (Distrito Centro. Madrid Capital),https://www.pisos.com/comprar/piso-universidad_malasana28004-48424464610_994129/,895000.0,2024-11-04,Consumo:261 kWh/m² año,Emisiones:55 Kg CO₂/m² año,compra,2024-11-05T23:54:47.326007,133.0,3,2,Más de 50 años,A reformar,124.0,5ª,Piso
4e6e17d7-060d-4445-b21a-173a64fb8429,Piso en venta en Calle de Barceló,Justicia-Chueca (Distrito Centro. Madrid Capital),https://www.pisos.com/comprar/piso-justicia_chueca28004-48397500767_100500/,1519000.0,2024-11-05,,,compra,2024-11-05T23:54:49.879516,211.0,4,4,Entre 20 y 30 años,No especificado,160.0,1ª,Piso
226e1bf2-4312-4db7-8b02-6920184b94e8,"Piso en venta en Calle del Fuego, cerca de Calle de Fayón",Centro (Alcobendas),https://www.pisos.com/comprar/piso-alcobendas_centro28100-48372938401_100500/,235000.0,2024-11-05,,,compra,2024-11-05T23:54:52.443024,90.0,3,1,Más de 50 años,En buen estado,80.0,3ª,Piso
b047ea2e-3a84-479e-b0fc-e11ace0fdd24,"Piso en venta en Avenida de Canillejas a Vicálvaro, cerca de Calle del Butrón",Rosas (Distrito San Blas. Madrid Capital),https://www.pisos.com/comprar/piso-san_blas_rosas28022-45001328963_104700/,280000.0,2024-11-05,,,compra,2024-11-05T23:54:55.012417,100.0,3,2,No especificado,No especificado,85.0,No especificado,Piso
dc3aca8c-9b65-4318-8ecc-08d08dbde7dc,Apartamento en venta en Calle Convenio,San Diego (Distrito Puente de Vallecas. Madrid Capital),https://www.pisos.com/comprar/apartamento-san_diego28053-46670728370_440000/,200000.0,2024-10-31,Consumo:133 kWh/m² año,Emisiones:55 Kg CO₂/m² año,compra,2024-11-05T23:54:57.559976,72.0,1,1,Entre 20 y 30 años,En buen estado,63.0,4ª,Otro
1f9b99f6-2bf7-4a80-8e32-20ca929752ad,Piso en venta en Calle de Marina Usera,Zofío (Distrito Usera. Madrid Capital),https://www.pisos.com/comprar/piso-zofio28026-45065797739_440000/,198000.0,2024-10-31,Consumo:300 kWh/m² año,Emisiones:65 Kg CO₂/m² año,compra,2024-11-05T23:55:00.123882,71.0,3,1,Más de 50 años,En buen estado,66.0,1ª,Piso
adcad606-30c5-4663-9529-ab6ab5ea763b,Apartamento en venta en Calle del Álamo,Universidad-Malasaña (Distrito Centro. Madrid Capital),https://www.pisos.com/comprar/apartamento-universidad_malasana28015-12591410196_101800/,193000.0,2024-11-05,,,compra,2024-11-05T23:55:02.680431,35.0,1,1,No especificado,No especificado,No especificado,4ª,Otro
6143c8eb-7563-4221-ba0d-15c03c11ff03,Piso en venta en Loeches,Loeches,https://www.pisos.com/comprar/piso-loeches_centro_urbano-44258502541_100200/,159900.0,2024-09-12,,,compra,2024-11-05T23:55:05.273700,78.0,2,2,Menos de 5 años,En buen estado,No especificado,1ª,Piso
b62a9afc-9215-46c9-8989-3b47b20fc9a3,"Piso en venta en Calle de Pedro Antonio de Alarcón, cerca de Calle de Ezequiel Solana",Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-48423387918_108900/,248000.0,2024-10-02,,,compra,2024-11-05T23:55:07.820265,70.0,3,1,Más de 50 años,No especificado,No especificado,No especificado,Piso
bddc8441-1e53-402d-bc00-fadf3f0fcab8,Piso en venta en Las Águilas,Las Águilas (Distrito Latina. Madrid Capital),https://www.pisos.com/comprar/piso-las_aguilas28044-38336514286_100200/,185000.0,2024-11-05,Consumo:422 kWh/m² año,Emisiones:89 Kg CO₂/m² año,compra,2024-11-05T23:55:10.452502,75.0,3,No especificado,No especificado,A reformar,No especificado,1ª,Piso
c0b27cc0-6f0f-410a-abe9-d33a9ac02057,Casa adosada en venta en Calle de Hontanilla,La Cabrera,https://www.pisos.com/comprar/casa_adosada-la_cabrera_centro_urbano-41705505215_101000/,239000.0,2024-11-05,,,compra,2024-11-05T23:55:13.078045,200.0,4,3,No especificado,No especificado,No especificado,No especificado,Casa
584324f6-7525-41b3-b6ea-4a964c2d2a4b,Chalet en venta en Chamartín - Nueva España,Nueva España (Distrito Chamartín. Madrid Capital),https://www.pisos.com/comprar/chalet-nueva_espana28016-43428596624_101800/,4700000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:55:15.582692,886.0,6,7,Entre 20 y 30 años,En buen estado,No especificado,No especificado,Chalet
6ef8a862-8b91-4274-95ba-7cbe1881c6bd,Piso en venta en Calle de Longares,Rosas (Distrito San Blas. Madrid Capital),https://www.pisos.com/comprar/piso-san_blas_rosas28022-47548966172_104700/,280000.0,2024-11-05,,,compra,2024-11-05T23:55:18.140718,88.0,3,2,Más de 50 años,A reformar,77.0,No especificado,Piso
61d62451-fc6a-4cdc-862b-fc5a74874e7a,Chalet pareado en venta en Fontenebro-Altavista,Fontenebro-Altavista (Collado Villalba),https://www.pisos.com/comprar/chalet_pareado-fontenebro_altavista-46762523385_516742/,450000.0,2024-10-29,,,compra,2024-11-05T23:55:20.700569,209.0,5,3,Entre 30 y 50 años,En buen estado,175.0,No especificado,Chalet
40f34ac4-5446-4502-a983-21a5fe7eebde,Piso en venta en Ciudad Lineal,Atalaya (Distrito Ciudad Lineal. Madrid Capital),https://www.pisos.com/comprar/piso-ciudad_lineal_atalaya-40925477197_109300/,1325000.0,2024-11-04,,,compra,2024-11-05T23:55:23.260601,251.0,4,3,No especificado,No especificado,208.0,No especificado,Piso
660a3c5d-32ac-475d-9acd-e6a1d6f715e1,Piso en venta en Calle de Cantalejo,Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital),https://www.pisos.com/comprar/piso-fuentelarreina28035-43424300488_101800/,999000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:55:25.825893,223.0,2,3,Más de 50 años,En buen estado,No especificado,5ª,Piso
61c1ee33-a3cc-4917-83ec-c270de9e621d,Piso en venta en Calle de Narciso Serra,Pacífico (Distrito Retiro. Madrid Capital),https://www.pisos.com/comprar/piso-retiro_pacifico28007-48397067124_100500/,420000.0,2024-10-28,,,compra,2024-11-05T23:55:28.386494,70.0,3,1,Más de 50 años,No especificado,65.0,4ª,Piso
09733bef-003f-42de-befc-f0d1bee047f8,Piso en venta en Avenida de Cantabria,Alameda de Osuna (Distrito Barajas. Madrid Capital),https://www.pisos.com/comprar/piso-alameda_de_osuna_barrio-45923437580_528332/,330000.0,2024-11-05,,,compra,2024-11-05T23:55:30.946780,88.0,3,2,Más de 50 años,Reformado,75.0,Bajo,Piso
7e2979a0-5779-4f84-a410-d213449205c1,Ático en venta en Calle de Luisa Fernanda,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),https://www.pisos.com/comprar/atico-moncloa_aravaca_arguelles28008-38368548511_524350/,1095000.0,2024-11-04,,,compra,2024-11-05T23:55:33.529629,160.0,4,3,No especificado,En buen estado,150.0,4ª,Otro
0ea15ebc-1673-4b72-bf2c-c7f6723d871f,Piso en venta en Calle Calle de Sagasti,Goya (Distrito Salamanca. Madrid Capital),https://www.pisos.com/comprar/piso-goya28006-39176434478_101800/,1680000.0,2024-11-05,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,compra,2024-11-05T23:55:36.064997,174.0,3,3,No especificado,No especificado,No especificado,6ª,Piso
bf4dc78e-d3d3-461d-b251-3cbc19ede956,Chalet unifamiliar en venta en Calle de las Estrellas,Casco Antiguo Norte (Ciempozuelos),https://www.pisos.com/comprar/chalet_unifamiliar-casco_antiguo_norte-45904798117_992238/,260000.0,2024-11-05,,,compra,2024-11-05T23:55:38.783109,229.0,4,3,Entre 30 y 50 años,A reformar,190.0,No especificado,Chalet
d45d41f4-1453-4f09-9663-75d6483a712b,"Piso en venta en Paseo de la Castellana, cerca de Calle de José Vasconcelos",Castilla (Distrito Chamartín. Madrid Capital),https://www.pisos.com/comprar/piso-castilla28046-47570409169_101800/,1195000.0,2024-09-26,,,compra,2024-11-05T23:55:41.296720,220.0,5,3,No especificado,No especificado,No especificado,6ª,Piso
77e2aa10-c711-4a70-9052-4d17e5ce3de0,Chalet en venta en Pozuelo de Alarcón - Pueblo,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),https://www.pisos.com/comprar/chalet-somosaguas_humera_los_angeles28223-45089295292_101800/,4400000.0,2024-11-05,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,compra,2024-11-05T23:55:43.947193,1.09,5,8,Entre 20 y 30 años,En buen estado,No especificado,No especificado,Chalet
ed067432-e147-4295-baf7-ff75c4ba0692,Piso en venta en Calle de Segovia,Villalba Estación (Collado Villalba),https://www.pisos.com/comprar/piso-villalba_estacion-46753011348_992271/,175000.0,2024-11-05,Consumo:190 kWh/m² año,Emisiones:40 Kg CO₂/m² año,compra,2024-11-05T23:55:46.504323,75.0,3,1,Entre 30 y 50 años,A reformar,70.0,3ª,Piso
52b308a2-bcde-4841-87cb-6d4a9f2d0184,Casa adosada en venta en Centro Urbano,El Boalo (El Boalo-Cerceda-Mataelpino),https://www.pisos.com/comprar/casa_adosada-el_boalo-45891574132_101000/,395000.0,2024-10-17,,,compra,2024-11-05T23:55:49.066880,180.0,4,3,No especificado,No especificado,170.0,No especificado,Casa
87503535-b66e-45e9-b0da-16cbd7325050,Piso en venta en Calle Fuenlabrada,San Isidro (Getafe),https://www.pisos.com/comprar/piso-san_isidro_distrito28901-47500073467_517780/,252000.0,2024-11-04,Consumo:241 kWh/m² año,Emisiones:50 Kg CO₂/m² año,compra,2024-11-05T23:55:51.636135,108.0,4,2,Entre 30 y 50 años,A reformar,96.0,2ª,Piso
7b070c26-a25e-4cd9-9e6c-abfdcb1f95d1,Piso en venta en Calle del Pedernal,El Guijo-Colonia España (Galapagar),https://www.pisos.com/comprar/piso-el_guijo_colonia_espana28260-46688539793_510261/,320000.0,2024-11-05,,,compra,2024-11-05T23:55:54.251703,127.0,3,2,Entre 30 y 50 años,En buen estado,102.0,2ª,Piso
